Date,evapConowingo,evapMuddyrun,qLateral,qMarietta,qMuddyrun
1961-05-12,-0.03,-0.03,241,12300,3.1
1961-06-12,0.0,0.0,233,11200,3.0
1961-07-12,0.0,0.0,221,11200,2.8
1961-08-12,0.0,0.0,212,10900,2.7
1961-09-12,-0.18,-0.18,196,9860,2.5
1961-10-12,-0.06,-0.06,231,10100,3.0
1961-11-12,-0.04,-0.04,240,10900,3.1
1961-12-12,-0.66,-0.66,336,11700,4.3
1961-12-13,-0.05,-0.05,580,12300,7.0
1961-12-14,0.0,0.0,430,12000,5.0
1961-12-15,0.0,0.0,314,10500,3.9
1961-12-16,-0.14,-0.14,264,9360,3.4
1961-12-17,-0.45,-0.45,255,10100,3.2
1961-12-18,-0.79,-0.79,919,11400,11.7
1961-12-19,-0.05,-0.05,1944,17000,22.0
1961-12-20,-0.02,-0.02,987,20100,10.9
1961-12-21,0.0,0.0,722,21600,8.1
1961-12-22,0.0,0.0,558,22000,6.5
1961-12-23,-0.25,-0.25,464,23000,5.5
1961-12-24,-0.31,-0.31,470,23000,5.5
1961-12-25,0.0,0.0,453,22000,5.2
1961-12-26,0.0,0.0,449,18000,5.3
1961-12-27,0.0,0.0,402,19000,4.9
1961-12-28,-0.2,-0.2,415,18000,5.1
1961-12-29,0.0,0.0,388,16000,4.9
1961-12-30,0.0,0.0,344,12000,4.3
1961-12-31,0.0,0.0,343,10500,4.3
1962-01-01,0.0,0.0,339,11500,4.2
1962-02-01,0.0,0.0,337,11000,4.2
1962-03-01,0.0,0.0,316,10500,4.0
1962-04-01,0.0,0.0,308,10000,3.9
1962-05-01,0.0,0.0,318,11500,4.0
1962-06-01,-1.63,-1.63,1073,13000,7.1
1962-07-01,-0.09,-0.09,6806,28000,78.7
1962-08-01,-0.03,-0.03,3598,61100,32.9
1962-09-01,0.0,0.0,2004,79500,21.4
1962-10-01,-0.03,-0.03,1306,66000,14.9
1962-11-01,0.0,0.0,1002,46000,11.8
1962-12-01,0.0,0.0,960,40000,11.5
1962-01-13,0.0,0.0,856,30000,10.3
1962-01-14,0.0,0.0,780,21000,9.4
1962-01-15,-0.62,-0.62,850,22000,10.2
1962-01-16,0.0,0.0,1581,25000,19.3
1962-01-17,0.0,0.0,948,33000,11.0
1962-01-18,0.0,0.0,707,36000,8.6
1962-01-19,-0.03,-0.03,683,33000,8.5
1962-01-20,0.0,0.0,667,32000,8.3
1962-01-21,0.0,0.0,611,29000,7.7
1962-01-22,0.0,0.0,636,25000,8.0
1962-01-23,0.0,0.0,694,24000,8.6
1962-01-24,-0.04,-0.04,628,22000,7.6
1962-01-25,0.0,0.0,591,24000,7.2
1962-01-26,-0.15,-0.15,577,27000,7.1
1962-01-27,0.0,0.0,675,29000,8.3
1962-01-28,0.0,0.0,640,33000,8.0
1962-01-29,0.0,0.0,532,34000,6.6
1962-01-30,0.0,0.0,524,36000,6.6
1962-01-31,0.0,0.0,406,35000,5.1
1962-01-02,-0.02,-0.02,491,28000,6.2
1962-02-02,-0.05,-0.05,457,25000,5.8
1962-03-02,-0.03,-0.03,443,21000,5.6
1962-04-02,0.0,0.0,445,20000,5.6
1962-05-02,-0.11,-0.11,511,19500,6.4
1962-06-02,0.0,0.0,556,22000,6.8
1962-07-02,0.0,0.0,438,21000,5.4
1962-08-02,0.0,0.0,436,18000,5.5
1962-09-02,-0.31,-0.31,430,19000,5.5
1962-10-02,0.0,0.0,408,19000,5.1
1962-11-02,0.0,0.0,347,18000,4.4
1962-12-02,0.0,0.0,399,17000,5.0
1962-02-13,0.0,0.0,366,15000,4.6
1962-02-14,-0.44,-0.44,385,15000,4.9
1962-02-15,0.0,0.0,397,13500,5.0
1962-02-16,-0.04,-0.04,389,12500,4.9
1962-02-17,-0.04,-0.04,393,13500,4.9
1962-02-18,0.0,0.0,401,13500,5.0
1962-02-19,-0.59,-0.59,430,15000,5.4
1962-02-20,0.0,0.0,440,15000,5.5
1962-02-21,-0.22,-0.22,434,14000,5.3
1962-02-22,-0.08,-0.08,445,15000,5.2
1962-02-23,-0.02,-0.02,516,14500,6.1
1962-02-24,-0.29,-0.29,6280,26000,69.9
1962-02-25,0.0,0.0,4884,54000,47.7
1962-02-26,-1.16,-1.16,6116,67000,71.8
1962-02-27,-0.33,-0.33,9606,75000,107.3
1962-02-28,-0.08,-0.08,8846,110000,92.0
1962-01-03,0.0,0.0,4899,135000,49.4
1962-02-03,0.0,0.0,2380,115000,26.4
1962-03-03,0.0,0.0,1818,95700,21.4
1962-04-03,0.0,0.0,1542,71200,18.5
1962-05-03,0.0,0.0,1432,55800,17.3
1962-06-03,-1.29,-1.29,1373,47400,16.8
1962-07-03,0.0,0.0,1183,39800,14.4
1962-08-03,0.0,0.0,1323,35100,16.0
1962-09-03,-0.07,-0.07,1309,31900,16.0
1962-10-03,-0.09,-0.09,1319,29900,16.2
1962-11-03,-0.08,-0.08,1948,29000,24.5
1962-12-03,-1.19,-1.19,7676,42300,93.4
1962-03-13,0.0,0.0,7131,87700,73.0
1962-03-14,0.0,0.0,3967,97600,36.9
1962-03-15,0.0,0.0,3048,109000,28.1
1962-03-16,0.0,0.0,2715,111000,25.1
1962-03-17,0.0,0.0,2152,93800,22.4
1962-03-18,0.0,0.0,1913,74500,20.3
1962-03-19,-0.08,-0.08,1705,63300,18.9
1962-03-20,-0.07,-0.07,1681,60300,18.3
1962-03-21,-0.81,-0.81,1968,64900,20.6
1962-03-22,0.0,0.0,4120,92000,40.9
1962-03-23,0.0,0.0,2135,130000,22.6
1962-03-24,0.0,0.0,1742,148000,19.3
1962-03-25,0.0,0.0,1547,139000,17.7
1962-03-26,0.0,0.0,1440,126000,16.8
1962-03-27,0.0,0.0,1338,109000,15.8
1962-03-28,0.0,0.0,1220,99500,14.5
1962-03-29,0.0,0.0,1123,95700,13.5
1962-03-30,0.0,0.0,1071,93800,13.0
1962-03-31,-0.71,-0.71,1025,97600,12.5
1962-01-04,-1.31,-1.31,2633,123000,34.1
1962-02-04,0.0,0.0,2190,234000,27.2
1962-03-04,0.0,0.0,1434,247000,17.7
1962-04-04,0.0,0.0,1235,195000,15.4
1962-05-04,0.0,0.0,1146,150000,14.4
1962-06-04,-0.04,-0.04,1089,118000,13.7
1962-07-04,-1.06,-1.06,1497,97600,18.7
1962-08-04,-0.05,-0.05,3297,135000,35.5
1962-09-04,-0.08,-0.08,1957,195000,22.2
1962-10-04,0.0,0.0,2007,192000,23.7
1962-11-04,-0.26,-0.26,1615,155000,19.3
1962-12-04,-0.43,-0.43,1797,128000,21.1
1962-04-13,-0.13,-0.13,3572,126000,34.6
1962-04-14,0.0,0.0,2541,130000,26.8
1962-04-15,-0.06,-0.06,1986,130000,22.6
1962-04-16,0.0,0.0,1851,124000,21.8
1962-04-17,0.0,0.0,1629,109000,19.5
1962-04-18,0.0,0.0,1486,93800,17.9
1962-04-19,0.0,0.0,1378,81300,16.8
1962-04-20,-0.3,-0.3,1360,74500,16.6
1962-04-21,-0.03,-0.03,1277,71200,15.4
1962-04-22,0.0,0.0,1159,68000,14.2
1962-04-23,0.0,0.0,1131,63300,14.0
1962-04-24,0.0,0.0,1043,58800,13.0
1962-04-25,0.0,0.0,970,52900,12.1
1962-04-26,0.0,0.0,937,50100,11.8
1962-04-27,0.0,0.0,867,47400,10.9
1962-04-28,0.0,0.0,830,43500,10.4
1962-04-29,-0.22,-0.22,793,38600,10.0
1962-04-30,-0.02,-0.02,823,36200,10.4
1962-01-05,0.13,0.13,828,34000,10.4
1962-02-05,-0.07,-0.07,983,35100,10.6
1962-03-05,0.15,0.15,1103,42200,12.0
1962-04-05,0.14,0.14,899,48700,10.3
1962-05-05,0.23,0.23,741,47400,8.7
1962-06-05,0.17,0.17,712,43500,8.6
1962-07-05,0.19,0.19,701,39800,8.6
1962-08-05,0.12,0.12,658,36200,8.1
1962-09-05,0.18,0.18,653,34000,8.1
1962-10-05,0.17,0.17,623,30900,7.7
1962-11-05,0.14,0.14,574,29000,7.1
1962-12-05,0.22,0.22,563,27100,7.0
1962-05-13,0.11,0.11,537,26300,6.7
1962-05-14,0.18,0.18,474,24600,5.8
1962-05-15,0.19,0.19,401,23100,4.9
1962-05-16,0.14,0.14,442,21600,5.5
1962-05-17,0.15,0.15,433,19500,5.4
1962-05-18,0.16,0.16,431,18000,5.4
1962-05-19,0.18,0.18,417,17300,5.3
1962-05-20,0.14,0.14,405,17000,5.1
1962-05-21,0.19,0.19,528,16000,6.8
1962-05-22,0.21,0.21,403,15600,5.1
1962-05-23,-0.02,-0.02,387,16000,4.9
1962-05-24,-0.76,-0.76,514,16000,6.6
1962-05-25,0.22,0.22,663,16000,8.5
1962-05-26,0.19,0.19,454,13700,5.7
1962-05-27,0.08,0.08,390,13400,4.9
1962-05-28,0.17,0.17,393,13400,5.0
1962-05-29,0.2,0.2,387,12800,4.9
1962-05-30,0.2,0.2,357,12300,4.5
1962-05-31,0.2,0.2,373,11200,4.8
1962-01-06,0.24,0.24,715,11400,9.4
1962-02-06,0.25,0.25,483,11200,6.2
1962-03-06,0.19,0.19,397,10900,4.9
1962-04-06,0.19,0.19,477,10100,6.2
1962-05-06,0.14,0.14,358,10100,4.6
1962-06-06,0.2,0.2,683,10100,8.9
1962-07-06,0.2,0.2,425,10100,5.5
1962-08-06,0.21,0.21,360,9360,4.6
1962-09-06,0.23,0.23,301,8860,3.9
1962-10-06,0.22,0.22,292,8380,3.8
1962-11-06,0.21,0.21,318,7900,4.1
1962-12-06,-1.5,-1.5,350,7670,4.5
1962-06-13,-0.23,-0.23,696,9360,9.1
1962-06-14,0.23,0.23,565,10100,7.4
1962-06-15,-0.6,-0.6,573,11700,5.4
1962-06-16,0.25,0.25,383,10400,4.5
1962-06-17,0.24,0.24,341,10600,4.2
1962-06-18,0.22,0.22,337,11400,4.3
1962-06-19,-0.29,-0.29,308,10600,3.9
1962-06-20,-0.51,-0.51,280,9610,3.6
1962-06-21,0.06,0.06,294,9610,3.8
1962-06-22,0.2,0.2,286,8380,3.7
1962-06-23,-1.26,-1.26,284,7670,3.6
1962-06-24,-0.39,-0.39,346,8050,4.0
1962-06-25,0.23,0.23,345,7440,4.1
1962-06-26,-0.07,-0.07,316,7670,4.0
1962-06-27,0.23,0.23,269,7440,3.4
1962-06-28,0.23,0.23,267,7210,3.4
1962-06-29,0.24,0.24,248,6520,3.2
1962-06-30,0.27,0.27,238,5620,3.0
1962-01-07,0.18,0.18,227,5430,2.9
1962-02-07,0.21,0.21,249,5150,3.2
1962-03-07,0.19,0.19,212,4960,2.7
1962-04-07,0.21,0.21,183,5040,2.3
1962-05-07,0.18,0.18,207,4840,2.7
1962-06-07,0.21,0.21,330,4480,4.3
1962-07-07,0.23,0.23,243,4530,3.2
1962-08-07,0.28,0.28,210,4150,2.7
1962-09-07,0.09,0.09,140,4170,1.8
1962-10-07,0.23,0.23,127,3620,1.6
1962-11-07,0.26,0.26,201,3510,2.6
1962-12-07,0.24,0.24,129,3350,1.6
1962-07-13,0.18,0.18,152,3310,2.0
1962-07-14,0.23,0.23,156,3330,2.0
1962-07-15,0.26,0.26,162,3200,2.0
1962-07-16,0.09,0.09,204,3730,2.6
1962-07-17,0.08,0.08,170,3440,2.2
1962-07-18,0.16,0.16,183,3640,2.3
1962-07-19,0.2,0.2,192,3890,2.4
1962-07-20,0.25,0.25,185,3840,2.4
1962-07-21,0.19,0.19,180,3770,2.3
1962-07-22,-0.05,-0.05,171,4380,2.2
1962-07-23,-0.35,-0.35,164,4160,2.1
1962-07-24,0.18,0.18,139,4150,1.7
1962-07-25,0.21,0.21,134,3900,1.6
1962-07-26,0.21,0.21,145,3900,1.7
1962-07-27,0.21,0.21,149,3840,1.8
1962-07-28,0.2,0.2,131,3530,1.6
1962-07-29,0.14,0.14,126,3590,1.6
1962-07-30,0.17,0.17,136,3560,1.8
1962-07-31,0.18,0.18,138,3220,1.8
1962-01-08,0.2,0.2,125,3220,1.6
1962-02-08,0.23,0.23,132,3200,1.7
1962-03-08,0.17,0.17,113,2830,1.5
1962-04-08,0.2,0.2,105,3060,1.4
1962-05-08,0.2,0.2,131,3390,1.7
1962-06-08,0.19,0.19,160,3030,2.1
1962-07-08,-0.18,-0.18,218,3030,2.9
1962-08-08,0.16,0.16,314,3360,4.2
1962-09-08,-1.44,-1.44,650,4060,8.7
1962-10-08,-0.54,-0.54,1206,5720,16.2
1962-11-08,0.1,0.1,607,5350,7.7
1962-12-08,0.17,0.17,348,4830,4.5
1962-08-13,0.17,0.17,269,5350,3.5
1962-08-14,0.16,0.16,237,5170,3.1
1962-08-15,0.19,0.19,213,4510,2.8
1962-08-16,0.2,0.2,205,4200,2.7
1962-08-17,0.17,0.17,179,4510,2.3
1962-08-18,0.2,0.2,165,4830,2.2
1962-08-19,0.14,0.14,156,4830,2.0
1962-08-20,0.24,0.24,177,4510,2.3
1962-08-21,0.06,0.06,194,4200,2.5
1962-08-22,0.17,0.17,156,4200,2.0
1962-08-23,0.18,0.18,134,4050,1.8
1962-08-24,0.18,0.18,140,3610,1.8
1962-08-25,0.18,0.18,134,3760,1.8
1962-08-26,0.17,0.17,126,3580,1.6
1962-08-27,0.17,0.17,148,3440,2.0
1962-08-28,0.16,0.16,144,3550,1.9
1962-08-29,0.17,0.17,126,10800,1.6
1962-08-30,0.19,0.19,135,9110,1.8
1962-08-31,0.16,0.16,144,7210,1.9
1962-01-09,0.19,0.19,97,5470,1.3
1962-02-09,0.01,0.01,125,4780,1.6
1962-03-09,0.14,0.14,238,5350,3.2
1962-04-09,-0.05,-0.05,223,4840,3.0
1962-05-09,-0.12,-0.12,216,4200,2.9
1962-06-09,0.15,0.15,208,4270,2.8
1962-07-09,0.15,0.15,181,4200,2.4
1962-08-09,0.14,0.14,114,4670,1.5
1962-09-09,0.13,0.13,145,4510,1.9
1962-10-09,0.17,0.17,181,4200,2.4
1962-11-09,0.17,0.17,144,3760,1.9
1962-12-09,0.15,0.15,126,3690,1.6
1962-09-13,0.13,0.13,116,3600,1.5
1962-09-14,0.14,0.14,120,4030,1.6
1962-09-15,0.15,0.15,122,3940,1.6
1962-09-16,0.13,0.13,92,3440,1.2
1962-09-17,-0.32,-0.32,140,3470,1.8
1962-09-18,0.1,0.1,184,3520,2.4
1962-09-19,0.02,0.02,159,3300,2.1
1962-09-20,0.12,0.12,167,3470,2.2
1962-09-21,0.11,0.11,150,3280,2.0
1962-09-22,0.11,0.11,140,3440,1.8
1962-09-23,0.06,0.06,125,3280,1.6
1962-09-24,0.12,0.12,144,3200,1.9
1962-09-25,0.09,0.09,140,3170,1.8
1962-09-26,0.04,0.04,129,3030,1.7
1962-09-27,-1.0,-1.0,119,3110,1.6
1962-09-28,-0.04,-0.04,338,3520,4.5
1962-09-29,0.1,0.1,330,5500,4.3
1962-09-30,0.1,0.1,204,7210,2.4
1962-01-10,0.1,0.1,195,9460,2.4
1962-02-10,0.12,0.12,170,14000,2.2
1962-03-10,0.11,0.11,162,13600,2.1
1962-04-10,-1.13,-1.13,226,12300,2.0
1962-05-10,0.03,0.03,1450,34800,8.9
1962-06-10,0.13,0.13,498,47100,4.7
1962-07-10,0.1,0.1,286,41500,3.0
1962-08-10,0.1,0.1,234,31300,2.7
1962-09-10,-0.91,-0.91,205,27100,2.4
1962-10-10,0.12,0.12,274,25400,3.4
1962-11-10,0.09,0.09,293,23400,3.6
1962-12-10,0.08,0.08,207,21600,2.5
1962-10-13,0.07,0.07,171,19400,2.1
1962-10-14,0.09,0.09,159,17900,2.0
1962-10-15,0.1,0.1,184,37300,2.3
1962-10-16,0.1,0.1,162,29000,2.0
1962-10-17,0.09,0.09,148,22300,1.8
1962-10-18,0.09,0.09,145,18700,1.8
1962-10-19,0.1,0.1,119,16500,1.5
1962-10-20,0.08,0.08,131,14400,1.6
1962-10-21,0.08,0.08,141,13000,1.8
1962-10-22,0.08,0.08,135,11300,1.7
1962-10-23,0.07,0.07,144,11100,1.8
1962-10-24,0.06,0.06,144,10000,1.8
1962-10-25,0.06,0.06,139,9560,1.8
1962-10-26,-0.04,-0.04,139,9210,1.8
1962-10-27,0.06,0.06,122,8520,1.5
1962-10-28,0.07,0.07,121,8090,1.5
1962-10-29,0.07,0.07,144,8570,1.8
1962-10-30,-0.21,-0.21,167,7950,2.2
1962-10-31,-0.05,-0.05,466,9610,6.0
1962-01-11,0.0,0.0,406,10300,4.8
1962-02-11,0.0,0.0,254,11600,2.9
1962-03-11,-1.17,-1.17,228,13700,2.7
1962-04-11,0.0,0.0,1152,16200,15.1
1962-05-11,-0.01,-0.01,628,19300,6.7
1962-06-11,0.0,0.0,455,20300,4.5
1962-07-11,0.0,0.0,345,19800,3.6
1962-08-11,0.0,0.0,278,19200,3.0
1962-09-11,-0.34,-0.34,252,18600,2.8
1962-10-11,-1.36,-1.36,2987,28000,31.0
1962-11-11,0.0,0.0,1845,48700,17.9
1962-12-11,0.0,0.0,773,62100,7.8
1962-11-13,0.0,0.0,599,62300,6.3
1962-11-14,0.0,0.0,491,56100,5.4
1962-11-15,0.0,0.0,414,47400,4.7
1962-11-16,-0.01,-0.01,381,40500,4.4
1962-11-17,0.0,0.0,377,34800,4.2
1962-11-18,-1.12,-1.12,475,31200,4.9
1962-11-19,0.0,0.0,1321,31700,12.2
1962-11-20,-0.06,-0.06,716,27900,7.1
1962-11-21,-0.37,-0.37,592,25600,6.2
1962-11-22,-0.59,-0.59,1375,25900,14.4
1962-11-23,0.0,0.0,1113,28200,11.5
1962-11-24,0.0,0.0,637,29500,6.8
1962-11-25,0.0,0.0,545,28900,6.0
1962-11-26,0.0,0.0,522,30200,5.9
1962-11-27,0.0,0.0,468,29000,5.3
1962-11-28,0.0,0.0,431,27000,4.9
1962-11-29,0.0,0.0,401,24700,4.6
1962-11-30,0.0,0.0,383,22500,4.5
1962-01-12,0.0,0.0,384,20900,4.5
1962-02-12,0.0,0.0,368,19800,4.4
1962-03-12,0.0,0.0,359,18700,4.3
1962-04-12,0.0,0.0,347,17800,4.1
1962-05-12,0.0,0.0,338,17300,4.1
1962-06-12,-1.23,-1.23,1213,18800,13.7
1962-07-12,-0.04,-0.04,3002,27200,33.5
1962-08-12,0.0,0.0,1082,34100,12.0
1962-09-12,-0.01,-0.01,845,37100,9.5
1962-10-12,-0.03,-0.03,738,43000,8.5
1962-11-12,0.0,0.0,570,37300,6.8
1962-12-12,0.0,0.0,490,30000,6.0
1962-12-13,0.0,0.0,432,18000,5.3
1962-12-14,0.0,0.0,459,19000,5.7
1962-12-15,0.0,0.0,413,17000,5.0
1962-12-16,0.0,0.0,436,16000,5.3
1962-12-17,0.0,0.0,437,17000,5.3
1962-12-18,0.0,0.0,432,19000,5.2
1962-12-19,0.0,0.0,443,19000,5.4
1962-12-20,0.0,0.0,438,21000,5.4
1962-12-21,-0.24,-0.24,345,19000,4.3
1962-12-22,-0.19,-0.19,376,16000,4.7
1962-12-23,0.0,0.0,438,17000,5.4
1962-12-24,0.0,0.0,384,17000,4.7
1962-12-25,-0.21,-0.21,392,16000,4.9
1962-12-26,0.0,0.0,376,16000,4.7
1962-12-27,0.0,0.0,343,15500,4.3
1962-12-28,0.0,0.0,343,15000,4.3
1962-12-29,-0.36,-0.36,297,14000,3.7
1962-12-30,0.0,0.0,296,13000,3.7
1962-12-31,0.0,0.0,252,10000,3.1
1963-01-01,0.0,0.0,293,9000,3.6
1963-02-01,0.0,0.0,326,8600,4.1
1963-03-01,0.0,0.0,342,9500,4.2
1963-04-01,0.0,0.0,343,10500,4.2
1963-05-01,0.0,0.0,319,13500,3.9
1963-06-01,0.0,0.0,314,13000,3.9
1963-07-01,0.0,0.0,317,13000,3.9
1963-08-01,0.0,0.0,329,14000,4.1
1963-09-01,0.0,0.0,309,14000,3.8
1963-10-01,0.0,0.0,317,15000,3.9
1963-11-01,-0.05,-0.05,360,16000,4.4
1963-12-01,-0.47,-0.47,1362,17000,17.2
1963-01-13,-0.16,-0.16,2742,21000,29.8
1963-01-14,0.0,0.0,1780,29000,17.4
1963-01-15,0.0,0.0,981,38000,10.5
1963-01-16,0.0,0.0,766,46000,8.6
1963-01-17,0.0,0.0,653,45000,7.4
1963-01-18,0.0,0.0,641,41000,7.4
1963-01-19,-0.09,-0.09,646,37200,7.5
1963-01-20,-0.18,-0.18,1725,35700,21.4
1963-01-21,0.0,0.0,1772,35400,19.5
1963-01-22,0.0,0.0,869,32200,9.7
1963-01-23,-0.16,-0.16,825,26900,9.8
1963-01-24,0.0,0.0,580,23000,6.9
1963-01-25,0.0,0.0,612,21000,7.5
1963-01-26,-0.38,-0.38,613,19000,7.6
1963-01-27,-0.16,-0.16,565,14000,7.0
1963-01-28,0.0,0.0,509,15000,6.2
1963-01-29,0.0,0.0,494,17000,6.1
1963-01-30,0.0,0.0,515,15000,6.4
1963-01-31,0.0,0.0,503,15000,6.3
1963-01-02,0.0,0.0,457,16000,5.6
1963-02-02,-0.3,-0.3,494,18000,6.1
1963-03-02,0.0,0.0,1129,18000,14.4
1963-04-02,0.0,0.0,959,18000,11.8
1963-05-02,0.0,0.0,707,20000,8.6
1963-06-02,0.0,0.0,673,19000,8.3
1963-07-02,0.0,0.0,922,20000,11.5
1963-08-02,0.0,0.0,648,19000,7.6
1963-09-02,0.0,0.0,555,19000,6.6
1963-10-02,-0.02,-0.02,542,18000,6.7
1963-11-02,-0.16,-0.16,845,19000,10.8
1963-12-02,-0.55,-0.55,1679,20000,21.8
1963-02-13,0.0,0.0,884,18000,10.7
1963-02-14,0.0,0.0,633,17000,7.6
1963-02-15,0.0,0.0,541,15000,6.6
1963-02-16,0.0,0.0,469,14000,5.8
1963-02-17,0.0,0.0,480,14000,6.0
1963-02-18,0.0,0.0,486,13000,6.1
1963-02-19,-0.64,-0.64,667,14000,8.4
1963-02-20,0.0,0.0,587,14000,7.1
1963-02-21,0.0,0.0,888,14000,11.3
1963-02-22,0.0,0.0,540,14000,6.6
1963-02-23,0.0,0.0,486,13000,6.0
1963-02-24,-0.33,-0.33,446,13000,5.5
1963-02-25,-0.03,-0.03,430,12000,5.3
1963-02-26,0.0,0.0,413,11000,5.1
1963-02-27,0.0,0.0,391,11000,4.9
1963-02-28,0.0,0.0,391,11500,4.9
1963-01-03,-0.18,-0.18,386,11000,4.8
1963-02-03,0.0,0.0,623,11000,7.8
1963-03-03,0.0,0.0,1780,11000,22.9
1963-04-03,-0.37,-0.37,2512,13000,31.0
1963-05-03,0.0,0.0,9960,23000,112.7
1963-06-03,-0.92,-0.92,12440,48000,136.6
1963-07-03,0.0,0.0,8344,81400,88.0
1963-08-03,0.0,0.0,4129,102000,42.9
1963-09-03,0.0,0.0,3345,69900,35.2
1963-10-03,0.0,0.0,2695,62500,29.2
1963-11-03,-0.18,-0.18,2800,62500,30.4
1963-12-03,-0.34,-0.34,3278,62700,36.3
1963-03-13,-0.02,-0.02,3389,61100,34.9
1963-03-14,0.0,0.0,2599,63400,27.5
1963-03-15,0.0,0.0,2274,82900,24.3
1963-03-16,-0.2,-0.2,1984,103000,21.8
1963-03-17,-0.37,-0.37,3153,111000,32.7
1963-03-18,0.0,0.0,2753,122000,28.7
1963-03-19,-0.18,-0.18,2043,179000,22.6
1963-03-20,-0.36,-0.36,3002,205000,31.8
1963-03-21,0.0,0.0,2315,178000,25.6
1963-03-22,0.0,0.0,1757,166000,20.1
1963-03-23,0.0,0.0,1517,134000,17.7
1963-03-24,0.0,0.0,1402,105000,16.6
1963-03-25,0.0,0.0,1300,90400,15.4
1963-03-26,-0.54,-0.54,1218,96500,14.5
1963-03-27,-0.05,-0.05,1678,156000,19.9
1963-03-28,0.0,0.0,1440,230000,16.8
1963-03-29,0.0,0.0,1145,231000,13.7
1963-03-30,0.0,0.0,1033,205000,12.5
1963-03-31,0.0,0.0,988,176000,12.0
1963-01-04,-0.01,-0.01,958,150000,11.7
1963-02-04,-0.01,-0.01,888,127000,10.7
1963-03-04,0.0,0.0,877,110000,10.6
1963-04-04,0.0,0.0,809,100000,9.8
1963-05-04,0.0,0.0,716,91200,8.7
1963-06-04,0.0,0.0,698,83500,8.6
1963-07-04,0.0,0.0,668,79700,8.2
1963-08-04,0.0,0.0,665,71600,8.2
1963-09-04,-0.25,-0.25,655,62600,8.1
1963-10-04,0.0,0.0,637,54900,7.8
1963-11-04,0.0,0.0,600,48200,7.4
1963-12-04,0.0,0.0,567,43000,7.0
1963-04-13,0.0,0.0,547,38000,6.8
1963-04-14,0.0,0.0,545,34100,6.8
1963-04-15,0.0,0.0,528,32800,6.6
1963-04-16,0.0,0.0,512,31100,6.4
1963-04-17,-0.04,-0.04,502,29000,6.3
1963-04-18,-0.01,-0.01,529,26900,6.6
1963-04-19,0.0,0.0,525,25100,6.5
1963-04-20,0.0,0.0,486,25200,6.0
1963-04-21,0.0,0.0,465,25500,5.8
1963-04-22,-0.01,-0.01,462,27600,5.8
1963-04-23,-0.22,-0.22,478,32500,6.0
1963-04-24,0.0,0.0,454,35400,5.6
1963-04-25,0.0,0.0,446,32700,5.5
1963-04-26,0.0,0.0,422,31300,5.2
1963-04-27,0.0,0.0,405,31600,5.0
1963-04-28,0.0,0.0,392,32200,4.9
1963-04-29,-0.09,-0.09,379,29500,4.7
1963-04-30,-0.84,-0.84,462,28100,5.7
1963-01-05,0.15,0.15,695,28000,8.7
1963-02-05,0.2,0.2,550,28000,6.4
1963-03-05,0.18,0.18,459,27700,5.5
1963-04-05,0.14,0.14,419,26400,5.0
1963-05-05,0.23,0.23,404,25900,4.9
1963-06-05,0.17,0.17,384,25200,4.6
1963-07-05,0.19,0.19,386,23400,4.7
1963-08-05,0.19,0.19,352,21800,4.3
1963-09-05,0.18,0.18,337,20300,4.1
1963-10-05,0.08,0.08,329,19600,4.1
1963-11-05,0.16,0.16,352,22700,4.4
1963-12-05,0.22,0.22,359,23000,4.5
1963-05-13,0.18,0.18,339,27300,4.2
1963-05-14,0.16,0.16,310,33000,3.9
1963-05-15,0.19,0.19,301,33600,3.8
1963-05-16,0.14,0.14,285,31000,3.6
1963-05-17,0.05,0.05,278,28000,3.5
1963-05-18,-0.34,-0.34,373,27900,4.7
1963-05-19,0.18,0.18,532,38900,5.8
1963-05-20,-0.08,-0.08,384,54000,4.5
1963-05-21,0.14,0.14,337,51200,4.1
1963-05-22,0.21,0.21,324,49200,4.0
1963-05-23,0.19,0.19,302,43700,3.7
1963-05-24,0.19,0.19,299,40100,3.7
1963-05-25,0.22,0.22,291,36300,3.6
1963-05-26,0.18,0.18,266,32900,3.3
1963-05-27,0.19,0.19,315,31600,4.0
1963-05-28,-0.07,-0.07,301,39800,3.8
1963-05-29,-0.08,-0.08,291,45200,3.6
1963-05-30,0.08,0.08,296,41700,3.7
1963-05-31,0.2,0.2,329,37100,4.1
1963-01-06,0.24,0.24,274,32600,3.4
1963-02-06,-0.1,-0.1,245,29800,3.0
1963-03-06,-0.79,-0.79,240,27600,3.0
1963-04-06,0.1,0.1,318,26200,3.8
1963-05-06,0.07,0.07,390,24800,4.1
1963-06-06,0.19,0.19,307,22900,3.4
1963-07-06,-0.06,-0.06,298,22400,3.4
1963-08-06,0.17,0.17,554,21600,7.0
1963-09-06,0.23,0.23,360,23100,3.9
1963-10-06,0.07,0.07,329,20900,3.9
1963-11-06,0.2,0.2,331,20900,3.6
1963-12-06,0.25,0.25,324,19800,3.4
1963-06-13,0.22,0.22,283,20500,3.2
1963-06-14,0.15,0.15,243,20400,2.8
1963-06-15,0.23,0.23,246,20400,2.8
1963-06-16,0.25,0.25,314,20800,3.6
1963-06-17,0.24,0.24,263,20200,3.2
1963-06-18,0.22,0.22,243,18600,3.0
1963-06-19,0.21,0.21,213,17400,2.6
1963-06-20,-0.08,-0.08,203,16200,2.5
1963-06-21,0.21,0.21,232,15300,2.9
