Date,evapConowingo,evapMuddyrun,qLateral,qMarietta,qMuddyrun
1932-01-01,-0.4,-0.4,172,19500,2.2
1932-02-01,-1.13,-1.13,1148,21400,13.3
1932-03-01,0.0,0.0,897,25900,10.1
1932-04-01,0.0,0.0,501,28600,5.9
1932-05-01,0.0,0.0,359,27200,4.3
1932-06-01,-0.35,-0.35,884,27000,11.3
1932-07-01,-0.48,-0.48,2660,31500,32.9
1932-08-01,-0.1,-0.1,1179,39800,14.0
1932-09-01,-0.35,-0.35,1217,69600,15.0
1932-10-01,-0.13,-0.13,988,81900,12.0
1932-11-01,0.0,0.0,779,64900,9.7
1932-12-01,0.0,0.0,642,51300,8.1
1932-01-13,0.0,0.0,609,42100,7.7
1932-01-14,0.0,0.0,584,36500,7.4
1932-01-15,0.0,0.0,524,31900,6.6
1932-01-16,-0.05,-0.05,480,28600,6.1
1932-01-17,0.0,0.0,419,28400,5.3
1932-01-18,0.0,0.0,436,41700,5.6
1932-01-19,0.0,0.0,413,49800,5.3
1932-01-20,0.0,0.0,372,54500,4.7
1932-01-21,0.0,0.0,357,58400,4.6
1932-01-22,0.0,0.0,355,51000,4.6
1932-01-23,-0.03,-0.03,356,44200,4.6
1932-01-24,-0.12,-0.12,420,45700,5.5
1932-01-25,0.0,0.0,418,59400,5.3
1932-01-26,0.0,0.0,365,70300,4.6
1932-01-27,-0.27,-0.27,360,63600,4.6
1932-01-28,0.0,0.0,433,53600,5.6
1932-01-29,0.0,0.0,364,47900,4.6
1932-01-30,-0.26,-0.26,497,44500,6.4
1932-01-31,0.0,0.0,597,45700,7.5
1932-01-02,0.0,0.0,378,55400,4.6
1932-02-02,0.0,0.0,374,60000,4.7
1932-03-02,-0.05,-0.05,359,55500,4.6
1932-04-02,-0.21,-0.21,485,47700,6.2
1932-05-02,-0.47,-0.47,1459,44900,16.1
1932-06-02,0.0,0.0,766,44100,8.6
1932-07-02,0.0,0.0,590,44300,6.9
1932-08-02,-0.02,-0.02,587,40200,7.0
1932-09-02,0.0,0.0,539,35900,6.6
1932-10-02,-0.07,-0.07,466,34200,5.7
1932-11-02,-0.05,-0.05,511,33500,6.4
1932-12-02,-0.09,-0.09,487,37100,6.1
1932-02-13,0.0,0.0,460,73100,5.7
1932-02-14,0.0,0.0,370,82500,4.6
1932-02-15,0.0,0.0,395,78100,5.0
1932-02-16,0.0,0.0,342,67900,4.3
1932-02-17,-0.27,-0.27,394,55000,5.0
1932-02-18,-0.04,-0.04,550,44700,7.0
1932-02-19,0.0,0.0,441,38300,5.5
1932-02-20,0.0,0.0,368,34100,4.6
1932-02-21,0.0,0.0,314,30900,3.9
1932-02-22,-0.04,-0.04,338,28100,4.3
1932-02-23,0.0,0.0,338,24600,4.3
1932-02-24,0.0,0.0,338,22900,4.3
1932-02-25,0.0,0.0,290,20900,3.7
1932-02-26,0.0,0.0,300,19600,3.8
1932-02-27,0.0,0.0,306,18400,3.9
1932-02-28,-0.13,-0.13,346,18100,4.5
1932-01-03,0.0,0.0,380,19300,4.9
1932-02-03,0.0,0.0,337,19300,4.3
1932-03-03,0.0,0.0,300,18800,3.8
1932-04-03,-0.08,-0.08,288,18800,3.7
1932-05-03,-0.29,-0.29,340,18300,4.2
1932-06-03,-1.31,-1.31,394,17500,4.2
1932-07-03,0.0,0.0,597,15900,6.6
1932-08-03,0.0,0.0,956,14600,11.0
1932-09-03,0.0,0.0,546,13700,6.2
1932-10-03,0.0,0.0,381,13400,4.3
1932-11-03,0.0,0.0,349,13300,4.0
1932-12-03,0.0,0.0,322,13300,3.8
1932-03-13,0.0,0.0,307,13500,3.7
1932-03-14,0.0,0.0,301,13600,3.6
1932-03-15,0.0,0.0,300,13700,3.6
1932-03-16,0.0,0.0,303,14400,3.7
1932-03-17,-0.05,-0.05,353,16100,4.3
1932-03-18,-0.48,-0.48,975,17700,11.0
1932-03-19,0.0,0.0,1123,19700,10.8
1932-03-20,0.0,0.0,1256,24000,12.7
1932-03-21,-0.48,-0.48,959,30300,10.4
1932-03-22,-0.4,-0.4,1324,32300,14.0
1932-03-23,0.0,0.0,2128,39000,20.6
1932-03-24,0.0,0.0,1182,41000,13.0
1932-03-25,0.0,0.0,1015,43000,11.6
1932-03-26,0.0,0.0,912,45500,10.6
1932-03-27,-0.18,-0.18,945,45700,11.2
1932-03-28,-2.2,-2.2,6491,70800,68.4
1932-03-29,-0.04,-0.04,3946,100000,43.7
1932-03-30,0.0,0.0,2024,101000,23.6
1932-03-31,-0.01,-0.01,1777,100000,21.0
1932-01-04,-0.33,-0.33,2711,148000,32.1
1932-02-04,-0.08,-0.08,1584,244000,18.8
1932-03-04,0.0,0.0,1246,234000,14.8
1932-04-04,0.0,0.0,976,197000,11.6
1932-05-04,0.0,0.0,810,173000,9.6
1932-06-04,0.0,0.0,755,138000,8.9
1932-07-04,0.0,0.0,681,111000,8.1
1932-08-04,0.0,0.0,593,92200,7.0
1932-09-04,-0.15,-0.15,579,80800,6.9
1932-10-04,-0.74,-0.74,762,76500,9.0
1932-11-04,-0.3,-0.3,762,84400,9.0
1932-12-04,-0.03,-0.03,762,96100,9.0
1932-04-13,0.0,0.0,762,109000,9.0
1932-04-14,0.0,0.0,762,111000,9.0
1932-04-15,0.0,0.0,762,98300,9.0
1932-04-16,0.0,0.0,762,83700,9.0
1932-04-17,0.0,0.0,579,72500,6.9
1932-04-18,0.0,0.0,538,63300,6.4
1932-04-19,0.0,0.0,498,55600,5.9
1932-04-20,0.0,0.0,452,48700,5.4
1932-04-21,0.0,0.0,410,43200,4.9
1932-04-22,0.0,0.0,369,39100,4.4
1932-04-23,0.0,0.0,335,35500,4.0
1932-04-24,0.0,0.0,303,32800,3.6
1932-04-25,-0.03,-0.03,292,30500,3.5
1932-04-26,-0.04,-0.04,303,28600,3.6
1932-04-27,0.0,0.0,299,26900,3.5
1932-04-28,0.0,0.0,264,25400,3.1
1932-04-29,0.0,0.0,241,24500,2.9
1932-04-30,0.0,0.0,224,23000,2.7
1932-01-05,-0.6,-0.6,1249,25200,14.8
1932-02-05,0.14,0.14,2528,29100,29.9
1932-03-05,0.18,0.18,908,27700,10.8
1932-04-05,0.14,0.14,600,26900,7.1
1932-05-05,0.23,0.23,484,25000,5.7
1932-06-05,-0.47,-0.47,500,25000,5.9
1932-07-05,0.19,0.19,518,23900,6.1
1932-08-05,0.19,0.19,416,23100,4.9
1932-09-05,-0.42,-0.42,410,23800,4.9
1932-10-05,0.17,0.17,832,48600,9.8
1932-11-05,-0.01,-0.01,3138,106000,37.2
1932-12-05,-0.14,-0.14,5727,138000,67.8
1932-05-13,0.18,0.18,8042,160000,95.2
1932-05-14,0.18,0.18,3701,132000,43.8
1932-05-15,0.19,0.19,2148,100000,25.4
1932-05-16,0.14,0.14,1523,80300,18.0
1932-05-17,0.15,0.15,1171,67000,13.9
1932-05-18,0.16,0.16,917,57400,10.9
1932-05-19,0.18,0.18,755,48100,8.9
1932-05-20,0.14,0.14,658,40900,7.8
1932-05-21,0.2,0.2,593,35600,7.0
1932-05-22,-0.34,-0.34,545,31600,6.5
1932-05-23,0.19,0.19,478,28200,5.7
1932-05-24,0.19,0.19,422,25600,5.0
1932-05-25,0.22,0.22,379,23300,4.5
1932-05-26,0.19,0.19,352,21300,4.2
1932-05-27,0.19,0.19,324,19700,3.8
1932-05-28,-0.09,-0.09,299,18600,3.5
1932-05-29,0.2,0.2,268,18100,3.2
1932-05-30,0.2,0.2,254,18600,3.0
1932-05-31,0.2,0.2,236,18100,2.8
1932-01-06,0.24,0.24,227,16900,2.7
1932-02-06,0.13,0.13,212,15800,2.5
1932-03-06,0.19,0.19,189,15000,2.2
1932-04-06,0.19,0.19,184,14500,2.2
1932-05-06,0.22,0.22,168,14100,2.0
1932-06-06,0.2,0.2,142,14200,1.7
1932-07-06,0.2,0.2,192,14300,2.3
1932-08-06,0.21,0.21,213,13500,2.5
1932-09-06,0.23,0.23,157,11400,1.9
1932-10-06,0.22,0.22,129,11100,1.5
1932-11-06,0.23,0.23,119,11000,1.4
1932-12-06,0.25,0.25,108,10700,1.3
1932-06-13,-0.11,-0.11,119,10800,1.4
1932-06-14,0.21,0.21,218,10200,2.6
1932-06-15,0.22,0.22,241,10700,2.9
1932-06-16,-0.14,-0.14,500,11700,5.9
1932-06-17,0.24,0.24,737,11600,8.7
1932-06-18,0.22,0.22,265,10500,3.1
1932-06-19,0.21,0.21,168,12700,2.0
1932-06-20,0.24,0.24,168,14000,2.0
1932-06-21,0.22,0.22,168,14900,2.0
1932-06-22,0.05,0.05,168,13900,2.0
1932-06-23,0.22,0.22,168,12500,2.0
1932-06-24,0.21,0.21,168,11300,2.0
1932-06-25,0.23,0.23,168,9700,2.0
1932-06-26,0.25,0.25,131,9950,1.6
1932-06-27,0.23,0.23,119,10700,1.4
1932-06-28,-0.37,-0.37,94,11800,1.1
1932-06-29,0.16,0.16,97,12700,1.2
1932-06-30,0.27,0.27,94,12800,1.1
1932-01-07,0.18,0.18,88,10600,1.0
1932-02-07,0.06,0.06,87,10700,1.0
1932-03-07,0.19,0.19,79,10000,0.9
1932-04-07,0.18,0.18,70,9920,0.8
1932-05-07,-0.02,-0.02,64,10600,0.8
1932-06-07,0.17,0.17,64,12100,0.8
1932-07-07,0.21,0.21,85,15800,1.0
1932-08-07,0.18,0.18,94,18000,1.1
1932-09-07,0.22,0.22,87,16700,1.0
1932-10-07,0.23,0.23,72,15000,0.8
1932-11-07,0.26,0.26,67,14500,0.8
1932-12-07,0.24,0.24,53,13100,0.6
1932-07-13,0.2,0.2,52,12500,0.6
1932-07-14,0.24,0.24,64,12500,0.8
1932-07-15,0.26,0.26,53,11000,0.6
1932-07-16,0.25,0.25,53,9670,0.6
1932-07-17,0.24,0.24,53,8550,0.6
1932-07-18,0.28,0.28,53,7820,0.6
1932-07-19,0.21,0.21,53,7430,0.6
1932-07-20,0.07,0.07,53,6700,0.6
1932-07-21,0.16,0.16,152,6970,1.8
1932-07-22,-0.14,-0.14,152,7120,1.8
1932-07-23,0.04,0.04,152,7130,1.8
1932-07-24,0.19,0.19,529,7780,6.3
1932-07-25,0.21,0.21,230,6880,2.7
1932-07-26,0.21,0.21,116,6420,1.4
1932-07-27,0.11,0.11,85,6940,1.0
1932-07-28,0.09,0.09,73,6070,0.9
1932-07-29,0.19,0.19,55,6340,0.6
1932-07-30,0.19,0.19,47,5880,0.6
1932-07-31,0.21,0.21,35,5370,0.4
1932-01-08,0.2,0.2,193,5210,2.6
1932-02-08,0.23,0.23,155,5360,2.0
1932-03-08,0.13,0.13,175,5130,2.3
1932-04-08,0.11,0.11,176,6670,2.3
1932-05-08,0.2,0.2,224,6460,3.0
1932-06-08,0.19,0.19,201,6080,2.7
1932-07-08,0.16,0.16,510,5590,6.9
1932-08-08,0.09,0.09,320,5830,4.3
1932-09-08,0.19,0.19,249,4800,3.4
1932-10-08,0.16,0.16,112,4610,1.5
1932-11-08,-0.76,-0.76,71,5130,0.9
1932-12-08,0.17,0.17,106,5230,1.4
1932-08-13,0.17,0.17,81,4730,1.1
1932-08-14,0.16,0.16,74,4440,1.0
1932-08-15,0.19,0.19,75,4740,1.0
1932-08-16,0.2,0.2,76,4270,1.0
1932-08-17,0.17,0.17,75,3930,1.0
1932-08-18,0.11,0.11,75,3950,1.0
1932-08-19,-0.89,-0.89,76,4120,1.0
1932-08-20,0.25,0.25,76,3740,1.0
1932-08-21,0.17,0.17,75,3930,1.0
1932-08-22,0.17,0.17,76,4250,1.0
1932-08-23,0.18,0.18,75,3810,1.0
1932-08-24,0.18,0.18,75,4120,1.0
1932-08-25,0.18,0.18,74,3950,1.0
1932-08-26,0.17,0.17,74,4900,1.0
1932-08-27,0.17,0.17,74,5790,1.0
1932-08-28,0.12,0.12,76,5260,1.0
1932-08-29,0.17,0.17,76,4160,1.0
1932-08-30,-0.89,-0.89,76,4360,1.0
1932-08-31,0.16,0.16,76,3940,1.0
1932-01-09,0.19,0.19,166,4080,2.0
1932-02-09,0.14,0.14,166,3770,2.0
1932-03-09,-0.39,-0.39,166,3910,2.0
1932-04-09,-0.39,-0.39,166,3040,2.0
1932-05-09,0.15,0.15,150,3900,2.0
1932-06-09,-0.72,-0.72,150,3910,2.0
1932-07-09,0.15,0.15,150,4400,2.0
1932-08-09,0.14,0.14,150,3360,2.0
1932-09-09,0.13,0.13,150,2730,2.0
1932-10-09,0.17,0.17,150,2530,2.0
1932-11-09,0.17,0.17,65,3240,0.9
1932-12-09,0.15,0.15,65,3070,0.9
1932-09-13,0.13,0.13,66,2670,0.9
1932-09-14,0.14,0.14,65,2570,0.9
1932-09-15,0.15,0.15,65,2430,0.9
1932-09-16,0.13,0.13,65,2170,0.9
1932-09-17,0.12,0.12,65,2170,0.9
1932-09-18,0.12,0.12,64,2130,0.9
1932-09-19,0.13,0.13,64,1580,0.9
1932-09-20,0.12,0.12,65,2010,0.9
1932-09-21,0.11,0.11,65,2070,0.9
1932-09-22,0.11,0.11,56,2290,0.7
1932-09-23,0.12,0.12,44,2610,0.6
1932-09-24,0.12,0.12,60,1560,0.8
1932-09-25,0.09,0.09,26,2140,0.3
1932-09-26,0.1,0.1,30,1380,0.4
1932-09-27,-0.4,-0.4,35,1410,0.5
1932-09-28,0.0,0.0,87,2140,1.2
1932-09-29,0.1,0.1,77,2060,1.0
1932-09-30,0.1,0.1,88,1710,1.2
1932-01-10,0.1,0.1,18,1890,0.2
1932-02-10,0.12,0.12,13,1450,0.2
1932-03-10,0.11,0.11,12,2220,0.1
1932-04-10,0.1,0.1,23,2000,0.3
1932-05-10,-0.15,-0.15,26,2700,0.3
1932-06-10,-2.25,-2.25,1675,9500,19.8
1932-07-10,-0.05,-0.05,1523,22900,18.0
1932-08-10,0.1,0.1,402,51600,4.8
1932-09-10,0.1,0.1,221,63900,2.6
1932-10-10,0.12,0.12,137,54500,1.6
1932-11-10,0.09,0.09,99,44600,1.2
1932-12-10,0.08,0.08,82,33500,1.0
1932-10-13,0.07,0.07,75,24200,0.9
1932-10-14,0.02,0.02,59,18800,0.7
1932-10-15,0.1,0.1,46,15300,0.5
1932-10-16,0.08,0.08,34,13500,0.4
1932-10-17,-0.27,-0.27,85,12900,1.0
1932-10-18,-1.92,-1.92,9596,23100,113.6
1932-10-19,-0.53,-0.53,12048,50600,142.7
1932-10-20,0.05,0.05,2787,31500,33.0
1932-10-21,0.08,0.08,1432,25000,17.0
1932-10-22,0.08,0.08,1066,22600,12.6
1932-10-23,0.07,0.07,838,20200,9.9
1932-10-24,0.03,0.03,685,18800,8.1
1932-10-25,0.1,0.1,579,17000,6.9
1932-10-26,0.07,0.07,533,15600,6.3
1932-10-27,-0.31,-0.31,609,15000,7.2
1932-10-28,0.05,0.05,1142,16400,13.5
1932-10-29,0.08,0.08,685,17000,8.1
1932-10-30,0.07,0.07,375,16700,4.4
1932-10-31,0.07,0.07,318,16700,3.8
1932-01-11,-0.68,-0.68,7174,26200,85.0
1932-02-11,-0.73,-0.73,8194,47000,97.1
1932-03-11,0.0,0.0,1752,44600,20.7
1932-04-11,0.0,0.0,1162,42200,13.8
1932-05-11,0.0,0.0,917,39900,10.9
1932-06-11,0.0,0.0,819,36600,9.7
1932-07-11,-1.12,-1.12,2696,34500,31.9
1932-08-11,-0.03,-0.03,2361,30500,28.0
1932-09-11,-0.04,-0.04,1506,26800,17.8
1932-10-11,-0.26,-0.26,8332,43400,98.7
1932-11-11,0.0,0.0,4021,65300,47.6
1932-12-11,0.0,0.0,2132,83600,25.3
1932-11-13,0.0,0.0,1485,92100,17.6
1932-11-14,0.0,0.0,1191,74100,14.1
1932-11-15,0.0,0.0,1011,58400,12.0
1932-11-16,0.0,0.0,893,48200,10.6
1932-11-17,-0.28,-0.28,900,41000,10.7
1932-11-18,0.0,0.0,844,36600,10.0
1932-11-19,-0.7,-0.7,5346,40600,63.3
1932-11-20,-0.6,-0.6,7204,69800,85.3
1932-11-21,0.0,0.0,2011,105000,23.8
1932-11-22,0.0,0.0,1485,107000,17.6
1932-11-23,0.0,0.0,1153,90400,13.7
1932-11-24,0.0,0.0,1011,72600,12.0
1932-11-25,0.0,0.0,941,58400,11.1
1932-11-26,-0.25,-0.25,1011,49400,12.0
1932-11-27,0.0,0.0,950,42200,11.3
1932-11-28,0.0,0.0,608,36600,7.2
1932-11-29,0.0,0.0,503,31500,6.0
1932-11-30,0.0,0.0,503,27700,6.0
1932-01-12,0.0,0.0,487,24200,5.8
1932-02-12,0.0,0.0,472,23400,5.6
1932-03-12,0.0,0.0,457,21800,5.4
1932-04-12,0.0,0.0,442,21000,5.2
1932-05-12,0.0,0.0,426,20200,5.1
1932-06-12,0.0,0.0,396,19500,4.7
1932-07-12,0.0,0.0,366,19500,4.3
1932-08-12,0.0,0.0,350,18100,4.1
1932-09-12,0.0,0.0,335,17400,4.0
1932-10-12,0.0,0.0,335,17000,4.0
1932-11-12,-0.32,-0.32,350,15600,4.1
1932-12-12,-0.18,-0.18,366,15300,4.3
1932-12-13,0.0,0.0,396,15000,4.7
1932-12-14,-0.2,-0.2,518,14400,6.1
1932-12-15,0.0,0.0,426,11500,5.1
1932-12-16,0.0,0.0,335,8500,4.0
1932-12-17,-0.04,-0.04,305,6500,3.6
1932-12-18,-0.75,-0.75,289,6000,3.4
1932-12-19,0.0,0.0,282,6000,3.3
1932-12-20,0.0,0.0,282,6000,3.3
1932-12-21,0.0,0.0,282,6500,3.3
1932-12-22,-0.14,-0.14,305,8500,3.6
1932-12-23,0.0,0.0,350,10500,4.1
1932-12-24,0.0,0.0,457,13000,5.4
1932-12-25,-0.06,-0.06,1030,16400,12.2
1932-12-26,0.0,0.0,2635,23900,31.2
1932-12-27,0.0,0.0,1813,33500,21.5
1932-12-28,-0.81,-0.81,4813,41000,57.0
1932-12-29,-0.1,-0.1,2711,42200,32.1
1932-12-30,0.0,0.0,1752,38800,20.7
1932-12-31,-0.1,-0.1,1919,37700,22.7
1933-01-01,0.0,0.0,1423,33500,16.8
1933-02-01,0.0,0.0,835,31500,9.9
1933-03-01,0.0,0.0,725,33500,8.6
1933-04-01,0.0,0.0,725,30500,8.6
1933-05-01,-0.04,-0.04,787,30500,9.3
1933-06-01,0.0,0.0,755,27700,8.9
1933-07-01,0.0,0.0,615,25900,7.3
1933-08-01,0.0,0.0,545,25000,6.5
1933-09-01,-0.22,-0.22,576,24200,6.8
1933-10-01,-0.34,-0.34,1249,24200,14.8
1933-11-01,0.0,0.0,917,22600,10.9
1933-12-01,0.0,0.0,740,21800,8.8
1933-01-13,0.0,0.0,615,21000,7.3
1933-01-14,0.0,0.0,478,20200,5.7
1933-01-15,0.0,0.0,434,20200,5.1
1933-01-16,0.0,0.0,466,19500,5.5
1933-01-17,0.0,0.0,458,18800,5.4
1933-01-18,0.0,0.0,458,18100,5.4
1933-01-19,-0.04,-0.04,446,18800,5.3
1933-01-20,0.0,0.0,446,18800,5.3
1933-01-21,-0.06,-0.06,398,19500,4.7
1933-01-22,-0.08,-0.08,416,21800,4.9
1933-01-23,-0.02,-0.02,586,25900,6.9
1933-01-24,0.0,0.0,545,31500,6.5
1933-01-25,0.0,0.0,404,39900,4.8
1933-01-26,-1.08,-1.08,2117,45800,25.1
1933-01-27,-0.04,-0.04,2087,51900,24.7
1933-01-28,-0.05,-0.05,1353,51900,16.0
1933-01-29,0.0,0.0,1045,47000,12.4
1933-01-30,0.0,0.0,787,42200,9.3
1933-01-31,0.0,0.0,681,36600,8.1
1933-01-02,0.0,0.0,629,32500,7.5
1933-02-02,-0.02,-0.02,608,29500,7.2
1933-03-02,0.0,0.0,565,26800,6.7
1933-04-02,0.0,0.0,484,25000,5.7
1933-05-02,-0.15,-0.15,440,23300,5.2
1933-06-02,0.0,0.0,404,20200,4.8
1933-07-02,0.0,0.0,382,20200,4.5
1933-08-02,-0.65,-0.65,2498,23400,29.6
1933-09-02,-0.04,-0.04,1965,22600,23.3
1933-10-02,0.0,0.0,658,14100,7.8
1933-11-02,-0.88,-0.88,462,13500,5.5
1933-12-02,0.0,0.0,426,12500,5.1
1933-02-13,0.0,0.0,411,12500,4.9
1933-02-14,0.0,0.0,426,13000,5.1
1933-02-15,-0.05,-0.05,487,16000,5.8
1933-02-16,0.0,0.0,472,20000,5.6
1933-02-17,0.0,0.0,487,23000,5.8
1933-02-18,0.0,0.0,579,26000,6.9
1933-02-19,0.0,0.0,1069,29000,12.7
1933-02-20,-0.57,-0.57,3854,34500,45.6
1933-02-21,0.0,0.0,3534,41000,41.9
1933-02-22,0.0,0.0,1554,41000,18.4
1933-02-23,-0.03,-0.03,1304,38800,15.4
1933-02-24,0.0,0.0,1091,34500,12.9
1933-02-25,0.0,0.0,908,32500,10.8
1933-02-26,-0.1,-0.1,1107,31500,13.1
1933-02-27,0.0,0.0,819,30500,9.7
1933-02-28,0.0,0.0,629,28600,7.5
1933-01-03,0.0,0.0,586,27700,6.9
1933-02-03,0.0,0.0,551,26800,6.5
1933-03-03,0.0,0.0,498,24200,5.9
1933-04-03,0.0,0.0,458,23400,5.4
1933-05-03,0.0,0.0,404,22600,4.8
1933-06-03,0.0,0.0,375,21800,4.4
1933-07-03,0.0,0.0,385,21000,4.6
1933-08-03,-0.63,-0.63,2589,22600,30.7
1933-09-03,0.0,0.0,1295,25900,15.3
1933-10-03,0.0,0.0,710,35500,8.4
1933-11-03,0.0,0.0,466,49400,5.5
1933-12-03,0.0,0.0,369,47000,4.4
1933-03-13,0.0,0.0,439,39900,5.2
1933-03-14,-0.98,-0.98,5194,43400,61.5
1933-03-15,-0.1,-0.1,4326,57400,51.2
1933-03-16,-0.03,-0.03,2894,102000,34.3
1933-03-17,0.0,0.0,1554,157000,18.4
1933-03-18,0.0,0.0,1447,142000,17.1
1933-03-19,-0.47,-0.47,1675,111000,19.8
1933-03-20,-0.57,-0.57,4569,119000,54.1
1933-03-21,-1.04,-1.04,7616,152000,90.2
1933-03-22,-0.13,-0.13,5148,175000,61.0
1933-03-23,0.0,0.0,2818,170000,33.4
1933-03-24,-0.07,-0.07,2437,147000,28.9
1933-03-25,0.0,0.0,1797,115000,21.3
1933-03-26,-0.4,-0.4,1965,92100,23.3
1933-03-27,0.0,0.0,2635,78800,31.2
1933-03-28,0.0,0.0,1630,68100,19.3
1933-03-29,0.0,0.0,1295,61100,15.3
1933-03-30,0.0,0.0,1091,58400,12.9
1933-03-31,-0.03,-0.03,1028,55800,12.2
1933-01-04,-0.1,-0.1,2253,53200,28.4
1933-02-04,-0.07,-0.07,2252,51900,28.4
1933-03-04,-0.08,-0.08,2548,55800,32.7
1933-04-04,-0.22,-0.22,4072,66700,52.5
1933-05-04,-0.03,-0.03,2460,80400,30.7
1933-06-04,0.0,0.0,3271,82000,42.6
1933-07-04,-0.71,-0.71,5697,85300,71.0
1933-08-04,-0.02,-0.02,2582,101000,31.2
1933-09-04,0.0,0.0,2102,124000,26.1
1933-10-04,-0.02,-0.02,1867,124000,23.3
1933-11-04,0.0,0.0,5355,103000,71.0
1933-12-04,-0.95,-0.95,6965,93900,85.2
1933-04-13,-0.25,-0.25,3614,95700,42.6
1933-04-14,0.0,0.0,2537,95700,31.2
1933-04-15,0.0,0.0,2488,97500,31.2
1933-04-16,-0.05,-0.05,7485,94000,99.4
1933-04-17,-1.58,-1.58,6410,98000,71.0
1933-04-18,-0.05,-0.05,3939,132000,42.6
1933-04-19,0.0,0.0,3268,155000,35.5
1933-04-20,-0.98,-0.98,4755,178000,32.7
1933-04-21,0.0,0.0,3071,142000,30.1
1933-04-22,0.0,0.0,2530,115000,28.4
1933-04-23,0.0,0.0,2202,93900,25.6
1933-04-24,0.0,0.0,2028,77200,24.1
1933-04-25,0.0,0.0,1891,65300,22.7
1933-04-26,-0.02,-0.02,1750,57100,21.3
1933-04-27,0.0,0.0,1613,50600,19.9
1933-04-28,0.0,0.0,1531,47000,19.0
1933-04-29,0.0,0.0,1434,42200,17.9
1933-04-30,0.0,0.0,1359,38800,17.0
1933-01-05,0.15,0.15,1318,35500,16.6
1933-02-05,0.2,0.2,1250,33500,15.8
1933-03-05,-0.38,-0.38,1777,33500,22.5
1933-04-05,0.11,0.11,1562,41000,19.3
1933-05-05,-0.24,-0.24,1187,50600,14.9
1933-06-05,0.17,0.17,1472,61100,18.2
1933-07-05,0.02,0.02,2340,62500,29.0
1933-08-05,0.19,0.19,1928,66700,22.3
1933-09-05,-0.36,-0.36,3150,82000,35.8
1933-10-05,-0.13,-0.13,4266,93900,46.0
1933-11-05,0.13,0.13,2618,101000,30.1
1933-12-05,0.18,0.18,2116,93900,24.9
1933-05-13,0.16,0.16,2186,83600,26.5
1933-05-14,0.18,0.18,1856,72600,22.6
1933-05-15,-0.31,-0.31,1704,62500,21.0
1933-05-16,0.02,0.02,1978,58400,23.8
1933-05-17,0.15,0.15,2630,61100,32.7
1933-05-18,0.16,0.16,1748,61100,21.8
1933-05-19,0.18,0.18,1546,54500,19.5
1933-05-20,-0.11,-0.11,1449,50600,18.3
1933-05-21,0.2,0.2,1598,45800,20.2
1933-05-22,0.21,0.21,1372,41000,17.3
1933-05-23,0.19,0.19,1105,37700,14.0
1933-05-24,-0.16,-0.16,1232,34500,15.8
1933-05-25,0.22,0.22,2369,34500,31.2
1933-05-26,0.19,0.19,1418,36600,18.3
1933-05-27,-0.14,-0.14,1214,35500,15.6
1933-05-28,0.17,0.17,1428,36600,18.3
1933-05-29,0.18,0.18,1250,35500,16.0
1933-05-30,0.2,0.2,4400,35500,59.1
1933-05-31,0.2,0.2,2349,38800,31.2
1933-01-06,0.24,0.24,1720,48200,22.7
1933-02-06,0.25,0.25,1295,45800,17.0
1933-03-06,0.19,0.19,1166,38800,15.3
1933-04-06,0.14,0.14,1142,33500,15.0
1933-05-06,0.22,0.22,1079,29500,14.2
1933-06-06,0.2,0.2,1078,26800,14.2
1933-07-06,0.2,0.2,1099,26800,14.5
1933-08-06,-0.69,-0.69,1184,31500,14.8
1933-09-06,0.23,0.23,1076,39900,13.6
1933-10-06,0.22,0.22,983,39900,12.8
1933-11-06,0.23,0.23,934,38800,12.2
1933-12-06,-0.85,-0.85,1078,33500,14.2
1933-06-13,0.22,0.22,1422,29500,13.6
1933-06-14,0.23,0.23,1021,24200,12.5
1933-06-15,0.23,0.23,976,21000,12.8
1933-06-16,0.03,0.03,967,18100,12.8
1933-06-17,0.24,0.24,1008,16700,13.3
1933-06-18,0.22,0.22,902,15300,11.9
1933-06-19,0.21,0.21,860,14400,11.4
1933-06-20,0.24,0.24,838,13500,11.1
1933-06-21,0.22,0.22,813,12600,10.8
1933-06-22,0.2,0.2,769,11700,10.2
1933-06-23,0.22,0.22,747,10700,9.9
1933-06-24,0.21,0.21,746,10200,9.9
1933-06-25,0.23,0.23,786,9450,10.5
1933-06-26,-0.5,-0.5,2310,9200,31.2
1933-06-27,0.18,0.18,1823,10500,23.9
1933-06-28,0.23,0.23,1391,9850,18.5
1933-06-29,0.24,0.24,944,9950,12.5
1933-06-30,-0.03,-0.03,3360,9950,45.4
1933-01-07,0.18,0.18,1423,9950,19.1
1933-02-07,-1.29,-1.29,1011,11100,11.6
1933-03-07,-0.71,-0.71,4027,26100,45.1
1933-04-07,0.21,0.21,1576,32500,16.9
1933-05-07,0.18,0.18,800,33500,9.7
1933-06-07,0.21,0.21,639,28600,8.0
1933-07-07,0.23,0.23,545,25000,6.9
1933-08-07,0.28,0.28,521,21000,6.7
1933-09-07,0.22,0.22,719,16700,9.4
1933-10-07,0.23,0.23,594,14100,7.8
1933-11-07,0.26,0.26,496,12300,6.3
1933-12-07,0.24,0.24,436,11000,5.6
1933-07-13,0.2,0.2,430,9700,5.6
1933-07-14,0.24,0.24,410,8950,5.3
1933-07-15,0.08,0.08,408,8450,5.3
1933-07-16,0.22,0.22,749,9450,10.0
